gene_id	gene_name	gene_type	n_isoforms	n_pairs	n_share_3p	n_share_5p	rate_3p	rate_5p	delta_3p_vs_5p
ENSG00000175221	MED16	protein_coding	15	105	1	4	0.009524	0.038095	-0.028571
ENSG00000161091	MFSD12	protein_coding	15	105	1	0	0.009524	0.0	0.009524
ENSG00000142303	ADAMTS10	protein_coding	15	105	1	0	0.009524	0.0	0.009524
ENSG00000267723	ENSG00000267723	lncRNA	15	105	1	7	0.009524	0.066667	-0.057143
ENSG00000130520	LSM4	protein_coding	15	105	1	0	0.009524	0.0	0.009524
ENSG00000186010	NDUFA13	nonsense_mediated_decay	15	105	1	0	0.009524	0.0	0.009524
ENSG00000105171	POP4	retained_intron	15	105	1	1	0.009524	0.009524	0.0
ENSG00000121289	CEP89	protein_coding_CDS_not_defined	15	105	1	3	0.009524	0.028571	-0.019048
ENSG00000161265	U2AF1L4	nonsense_mediated_decay	21	210	2	0	0.009524	0.0	0.009524
ENSG00000167555	ZNF528	protein_coding	15	105	1	0	0.009524	0.0	0.009524
ENSG00000101049	SGK2	protein_coding	21	210	2	1	0.009524	0.004762	0.004762
ENSG00000290777	ENSG00000290777	lncRNA	15	105	1	0	0.009524	0.0	0.009524
ENSG00000160282	FTCD	protein_coding	15	105	1	7	0.009524	0.066667	-0.057143
ENSG00000186716	BCR	protein_coding_CDS_not_defined	21	210	2	0	0.009524	0.0	0.009524
ENSG00000233577	ENSG00000233577	lncRNA	15	105	1	0	0.009524	0.0	0.009524
ENSG00000100129	EIF3L	protein_coding	15	105	1	0	0.009524	0.0	0.009524
ENSG00000046647	GEMIN8	protein_coding	21	210	2	0	0.009524	0.0	0.009524
ENSG00000089682	RBM41	protein_coding	15	105	1	2	0.009524	0.019048	-0.009524
ENSG00000188153	COL4A5	protein_coding	15	105	1	1	0.009524	0.009524	0.0
ENSG00000285048	IRF9	protein_coding	15	105	1	3	0.009524	0.028571	-0.019048
ENSG00000288485	ELP5	protein_coding	15	105	1	1	0.009524	0.009524	0.0
ENSG00000291559	MASP1	protein_coding	15	105	1	1	0.009524	0.009524	0.0
ENSG00000274829	PARN	protein_coding	15	105	1	0	0.009524	0.0	0.009524
ENSG00000277140	MARF1	protein_coding	15	105	1	1	0.009524	0.009524	0.0
ENSG00000284021	LGALS9C	protein_coding	15	105	1	0	0.009524	0.0	0.009524
ENSG00000274047	SYNRG	protein_coding	15	105	1	1	0.009524	0.009524	0.0
ENSG00000153187	HNRNPU	retained_intron	44	946	9	8	0.009514	0.008457	0.001057
ENSG00000291139	DPY19L2P2	lncRNA	44	946	9	1	0.009514	0.001057	0.008457
ENSG00000246430	LINC00968	lncRNA	44	946	9	4	0.009514	0.004228	0.005285
ENSG00000153363	LINC00467	lncRNA	33	528	5	2	0.00947	0.003788	0.005682
ENSG00000124357	NAGK	protein_coding_CDS_not_defined	33	528	5	1	0.00947	0.001894	0.007576
ENSG00000233912	ENSG00000233912	lncRNA	33	528	5	15	0.00947	0.028409	-0.018939
ENSG00000039560	RAI14	protein_coding	33	528	5	1	0.00947	0.001894	0.007576
ENSG00000166387	PPFIBP2	protein_coding	33	528	5	0	0.00947	0.0	0.00947
ENSG00000259070	LINC00639	lncRNA	33	528	5	0	0.00947	0.0	0.00947
ENSG00000296269	ENSG00000296269	lncRNA	39	741	7	301	0.009447	0.406208	-0.396761
ENSG00000258583	LINC01500	lncRNA	39	741	7	13	0.009447	0.017544	-0.008097
ENSG00000102977	ACD	nonsense_mediated_decay	51	1275	12	24	0.009412	0.018824	-0.009412
ENSG00000236172	MIR7515HG	lncRNA	83	3403	32	13	0.009403	0.00382	0.005583
ENSG00000230074	ENSG00000230074	lncRNA	49	1176	11	2	0.009354	0.001701	0.007653
ENSG00000227486	ENSG00000227486	lncRNA	116	6670	62	27	0.009295	0.004048	0.005247
ENSG00000147996	ZNG1E	protein_coding_CDS_not_defined	42	861	8	1	0.009292	0.001161	0.00813
ENSG00000227258	SMIM2-AS1	lncRNA	42	861	8	1	0.009292	0.001161	0.00813
ENSG00000198836	OPA1	protein_coding	47	1081	10	15	0.009251	0.013876	-0.004625
ENSG00000142621	FHAD1	protein_coding	26	325	3	0	0.009231	0.0	0.009231
ENSG00000018408	WWTR1	protein_coding	26	325	3	1	0.009231	0.003077	0.006154
ENSG00000039123	MTREX	protein_coding	26	325	3	7	0.009231	0.021538	-0.012308
ENSG00000205302	SNX2	protein_coding	26	325	3	7	0.009231	0.021538	-0.012308
ENSG00000228506	PNISR-AS1	lncRNA	26	325	3	0	0.009231	0.0	0.009231
ENSG00000106638	TBL2	protein_coding	26	325	3	1	0.009231	0.003077	0.006154
ENSG00000120896	SORBS3	protein_coding_CDS_not_defined	26	325	3	1	0.009231	0.003077	0.006154
ENSG00000138326	RPS24	protein_coding	26	325	3	29	0.009231	0.089231	-0.08
ENSG00000064309	CDON	protein_coding	26	325	3	1	0.009231	0.003077	0.006154
ENSG00000151062	CACNA2D4	nonsense_mediated_decay	26	325	3	1	0.009231	0.003077	0.006154
ENSG00000174099	MSRB3	protein_coding	26	325	3	1	0.009231	0.003077	0.006154
ENSG00000092020	PPP2R3C	nonsense_mediated_decay	26	325	3	1	0.009231	0.003077	0.006154
ENSG00000251363	LINC02315	lncRNA	26	325	3	10	0.009231	0.030769	-0.021538
ENSG00000119682	AREL1	nonsense_mediated_decay	26	325	3	3	0.009231	0.009231	0.0
ENSG00000140463	BBS4	protein_coding	26	325	3	1	0.009231	0.003077	0.006154
ENSG00000162004	CCDC78	protein_coding	26	325	3	3	0.009231	0.009231	0.0
ENSG00000285567	ENSG00000285567	lncRNA	26	325	3	0	0.009231	0.0	0.009231
ENSG00000185324	CDK10	protein_coding	26	325	3	0	0.009231	0.0	0.009231
ENSG00000248954	ENSG00000248954	lncRNA	26	325	3	0	0.009231	0.0	0.009231
ENSG00000159147	DONSON	nonsense_mediated_decay	26	325	3	4	0.009231	0.012308	-0.003077
ENSG00000131269	ABCB7	protein_coding	26	325	3	9	0.009231	0.027692	-0.018462
ENSG00000224765	LINC02931	lncRNA	26	325	3	1	0.009231	0.003077	0.006154
ENSG00000147403	RPL10	retained_intron	26	325	3	4	0.009231	0.012308	-0.003077
ENSG00000284953	CACNA2D4	nonsense_mediated_decay	26	325	3	1	0.009231	0.003077	0.006154
ENSG00000224259	LINC01133	lncRNA	30	435	4	1	0.009195	0.002299	0.006897
ENSG00000203705	TATDN3	protein_coding	30	435	4	3	0.009195	0.006897	0.002299
ENSG00000114098	ARMC8	protein_coding	30	435	4	0	0.009195	0.0	0.009195
ENSG00000109452	INPP4B	protein_coding	30	435	4	0	0.009195	0.0	0.009195
ENSG00000235641	LINC00484	lncRNA	30	435	4	1	0.009195	0.002299	0.006897
ENSG00000258815	LINC02820	lncRNA	30	435	4	1	0.009195	0.002299	0.006897
ENSG00000089169	RPH3A	protein_coding	30	435	4	0	0.009195	0.0	0.009195
ENSG00000169118	CSNK1G1	protein_coding	30	435	4	2	0.009195	0.004598	0.004598
ENSG00000167526	RPL13	protein_coding	30	435	4	2	0.009195	0.004598	0.004598
ENSG00000225190	PLEKHM1	protein_coding	30	435	4	4	0.009195	0.009195	0.0
ENSG00000214078	CPNE1	protein_coding	30	435	4	0	0.009195	0.0	0.009195
ENSG00000177738	ANXA2R-OT1	lncRNA	89	3916	36	2	0.009193	0.000511	0.008682
ENSG00000293957	ENSG00000293957	lncRNA	110	5995	55	24	0.009174	0.004003	0.005171
ENSG00000197102	DYNC1H1	nonsense_mediated_decay	65	2080	19	465	0.009135	0.223558	-0.214423
ENSG00000206573	THUMPD3-AS1	lncRNA	79	3081	28	4	0.009088	0.001298	0.00779
ENSG00000080503	SMARCA2	protein_coding	79	3081	28	7	0.009088	0.002272	0.006816
ENSG00000263711	LINC02864	lncRNA	37	666	6	4	0.009009	0.006006	0.003003
ENSG00000028203	VEZT	protein_coding_CDS_not_defined	50	1225	11	2	0.00898	0.001633	0.007347
ENSG00000213639	PPP1CB	protein_coding	34	561	5	4	0.008913	0.00713	0.001783
ENSG00000232132	NDFIP2-AS1	lncRNA	34	561	5	1	0.008913	0.001783	0.00713
ENSG00000182986	ZNF320	protein_coding	34	561	5	0	0.008913	0.0	0.008913
ENSG00000241666	ENSG00000241666	lncRNA	22	231	2	0	0.008658	0.0	0.008658
ENSG00000009790	TRAF3IP3	protein_coding	22	231	2	1	0.008658	0.004329	0.004329
ENSG00000304619	ENSG00000304619	lncRNA	22	231	2	1	0.008658	0.004329	0.004329
ENSG00000119787	ATL2	protein_coding	22	231	2	3	0.008658	0.012987	-0.004329
ENSG00000138036	DYNC2LI1	protein_coding	22	231	2	2	0.008658	0.008658	0.0
ENSG00000071082	RPL31	protein_coding	22	231	2	0	0.008658	0.0	0.008658
ENSG00000236485	LINC01945	lncRNA	22	231	2	0	0.008658	0.0	0.008658
ENSG00000119041	GTF3C3	protein_coding	22	231	2	2	0.008658	0.008658	0.0
ENSG00000232940	HCG25	lncRNA	22	231	2	1	0.008658	0.004329	0.004329
ENSG00000249898	MCPH1-AS1	lncRNA	22	231	2	1	0.008658	0.004329	0.004329
ENSG00000254339	ENSG00000254339	lncRNA	22	231	2	1	0.008658	0.004329	0.004329
ENSG00000254876	SUGT1P4-STRA6LP	lncRNA	22	231	2	2	0.008658	0.008658	0.0
ENSG00000084453	SLCO1A2	protein_coding	22	231	2	1	0.008658	0.004329	0.004329
ENSG00000257727	CNPY2	protein_coding	22	231	2	0	0.008658	0.0	0.008658
ENSG00000102606	ARHGEF7	protein_coding_CDS_not_defined	22	231	2	1	0.008658	0.004329	0.004329
ENSG00000257126	FOXG1-AS1	lncRNA	22	231	2	0	0.008658	0.0	0.008658
ENSG00000289016	ENSG00000289016	lncRNA	22	231	2	0	0.008658	0.0	0.008658
ENSG00000161533	ACOX1	protein_coding	22	231	2	0	0.008658	0.0	0.008658
ENSG00000105323	HNRNPUL1	protein_coding	22	231	2	0	0.008658	0.0	0.008658
ENSG00000289127	ENSG00000289127	lncRNA	22	231	2	0	0.008658	0.0	0.008658
ENSG00000233522	FAM224A	lncRNA	22	231	2	1	0.008658	0.004329	0.004329
ENSG00000291836	AAAS	protein_coding	22	231	2	1	0.008658	0.004329	0.004329
ENSG00000237525	ENSG00000237525	lncRNA	31	465	4	2	0.008602	0.004301	0.004301
ENSG00000114331	ACAP2	protein_coding	31	465	4	5	0.008602	0.010753	-0.002151
ENSG00000074201	CLNS1A	nonsense_mediated_decay	31	465	4	4	0.008602	0.008602	0.0
ENSG00000137502	RAB30	protein_coding	31	465	4	0	0.008602	0.0	0.008602
ENSG00000227115	LINC01630	lncRNA	31	465	4	1	0.008602	0.002151	0.006452
ENSG00000205726	ITSN1	protein_coding	31	465	4	5	0.008602	0.010753	-0.002151
ENSG00000115084	SLC35F5	retained_intron	27	351	3	25	0.008547	0.071225	-0.062678
ENSG00000180712	LINC02363	lncRNA	27	351	3	0	0.008547	0.0	0.008547
ENSG00000113558	SKP1	protein_coding	27	351	3	1	0.008547	0.002849	0.005698
ENSG00000127922	SEM1	protein_coding	27	351	3	0	0.008547	0.0	0.008547
ENSG00000254092	ENSG00000254092	lncRNA	27	351	3	0	0.008547	0.0	0.008547
ENSG00000245164	LINC00861	lncRNA	27	351	3	4	0.008547	0.011396	-0.002849
ENSG00000186642	PDE2A	protein_coding	27	351	3	0	0.008547	0.0	0.008547
ENSG00000270344	POC1B-AS1	lncRNA	27	351	3	0	0.008547	0.0	0.008547
ENSG00000186184	POLR1D	protein_coding_CDS_not_defined	27	351	3	0	0.008547	0.0	0.008547
ENSG00000165929	TC2N	protein_coding	27	351	3	2	0.008547	0.005698	0.002849
ENSG00000128915	ICE2	protein_coding	27	351	3	1	0.008547	0.002849	0.005698
ENSG00000275443	ENSG00000275443	lncRNA	27	351	3	0	0.008547	0.0	0.008547
ENSG00000125107	CNOT1	protein_coding	27	351	3	2	0.008547	0.005698	0.002849
ENSG00000132376	INPP5K	protein_coding	27	351	3	0	0.008547	0.0	0.008547
ENSG00000264808	ENSG00000264808	lncRNA	27	351	3	2	0.008547	0.005698	0.002849
ENSG00000005156	LIG3	protein_coding	27	351	3	1	0.008547	0.002849	0.005698
ENSG00000149743	TRPT1	protein_coding	41	820	7	3	0.008537	0.003659	0.004878
ENSG00000147852	VLDLR	protein_coding	38	703	6	12	0.008535	0.01707	-0.008535
ENSG00000078114	NEBL	protein_coding	38	703	6	12	0.008535	0.01707	-0.008535
ENSG00000227016	LINC02796	lncRNA	49	1176	10	45	0.008503	0.038265	-0.029762
ENSG00000237883	DGUOK-AS1	lncRNA	44	946	8	0	0.008457	0.0	0.008457
ENSG00000287497	ENSG00000287497	lncRNA	44	946	8	1	0.008457	0.001057	0.0074
ENSG00000291138	ENSG00000291138	lncRNA	35	595	5	0	0.008403	0.0	0.008403
ENSG00000184144	CNTN2	nonsense_mediated_decay	35	595	5	6	0.008403	0.010084	-0.001681
ENSG00000243926	TIPARP-AS1	lncRNA	35	595	5	0	0.008403	0.0	0.008403
ENSG00000183137	CEP57L1	protein_coding	35	595	5	0	0.008403	0.0	0.008403
ENSG00000287860	ENSG00000287860	lncRNA	35	595	5	0	0.008403	0.0	0.008403
ENSG00000167548	KMT2D	protein_coding	35	595	5	6	0.008403	0.010084	-0.001681
ENSG00000185787	MORF4L1	protein_coding	35	595	5	0	0.008403	0.0	0.008403
ENSG00000181392	SYNE4	protein_coding	35	595	5	18	0.008403	0.030252	-0.021849
ENSG00000143614	GATAD2B	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000286378	ENSG00000286378	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000162923	WDR26	protein_coding	16	120	1	6	0.008333	0.05	-0.041667
ENSG00000235576	LINC01871	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000178295	GEN1	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000114956	DGUOK	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000155066	PROM2	protein_coding	16	120	1	2	0.008333	0.016667	-0.008333
ENSG00000196277	GRM7	nonsense_mediated_decay	16	120	1	6	0.008333	0.05	-0.041667
ENSG00000125046	SSUH2	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000243347	LINC02045	lncRNA	16	120	1	1	0.008333	0.008333	0.0
ENSG00000144893	MED12L	retained_intron	16	120	1	2	0.008333	0.016667	-0.008333
ENSG00000174953	DHX36	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000151967	SCHIP1	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000231574	LINC02015	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000241231	ENSG00000241231	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000058063	ATP11B	protein_coding	16	120	1	3	0.008333	0.025	-0.016667
ENSG00000152990	ADGRA3	nonsense_mediated_decay	16	120	1	1	0.008333	0.008333	0.0
ENSG00000109381	ELF2	protein_coding_CDS_not_defined	16	120	1	6	0.008333	0.05	-0.041667
ENSG00000109738	GLRB	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000164125	GASK1B	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000271874	RAI14-DT	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000250961	RMEL3	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000301766	ENSG00000301766	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000173221	GLRX	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000299642	ENSG00000299642	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000172869	DMXL1	protein_coding_CDS_not_defined	16	120	1	0	0.008333	0.0	0.008333
ENSG00000186314	PRELID2	protein_coding_CDS_not_defined	16	120	1	0	0.008333	0.0	0.008333
ENSG00000155511	GRIA1	retained_intron	16	120	1	2	0.008333	0.016667	-0.008333
ENSG00000027847	B4GALT7	protein_coding	16	120	1	1	0.008333	0.008333	0.0
ENSG00000037280	FLT4	protein_coding	16	120	1	6	0.008333	0.05	-0.041667
ENSG00000112679	DUSP22	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000293508	POLR1HASP	lncRNA	81	3240	27	21	0.008333	0.006481	0.001852
ENSG00000064995	TAF11	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000146263	MMS22L	protein_coding	16	120	1	1	0.008333	0.008333	0.0
ENSG00000112414	ADGRG6	protein_coding	16	120	1	1	0.008333	0.008333	0.0
ENSG00000146535	GNA12	nonsense_mediated_decay	16	120	1	2	0.008333	0.016667	-0.008333
ENSG00000136273	HUS1	protein_coding	16	120	1	1	0.008333	0.008333	0.0
ENSG00000227148	ENSG00000227148	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000197140	ADAM32	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000253577	ENSG00000253577	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000120533	ENY2	nonsense_mediated_decay	16	120	1	0	0.008333	0.0	0.008333
ENSG00000290883	ENSG00000290883	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000295090	ENSG00000295090	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000310560	PAXX	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000148399	DPH7	protein_coding	16	120	1	1	0.008333	0.008333	0.0
ENSG00000243349	ENSG00000243349	lncRNA	16	120	1	1	0.008333	0.008333	0.0
ENSG00000297977	ENSG00000297977	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000227492	CHUK-DT	lncRNA	16	120	1	1	0.008333	0.008333	0.0
ENSG00000167325	RRM1	protein_coding_CDS_not_defined	16	120	1	0	0.008333	0.0	0.008333
ENSG00000251381	LINC00958	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000110756	HPS5	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000245532	NEAT1	lncRNA	16	120	1	9	0.008333	0.075	-0.066667
ENSG00000255666	LINC02700	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000301109	ENSG00000301109	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000069493	CLEC2D	nonsense_mediated_decay	16	120	1	1	0.008333	0.008333	0.0
ENSG00000004700	RECQL	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000139163	ETNK1	protein_coding	16	120	1	3	0.008333	0.025	-0.016667
ENSG00000111670	GNPTAB	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000204954	UQCC6	protein_coding_CDS_not_defined	16	120	1	0	0.008333	0.0	0.008333
ENSG00000139437	TCHP	retained_intron	16	120	1	3	0.008333	0.025	-0.016667
ENSG00000152207	CYSLTR2	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000228889	UBAC2-AS1	lncRNA	16	120	1	1	0.008333	0.008333	0.0
ENSG00000092010	PSME1	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000258474	LINC02313	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000197930	ERO1A	protein_coding	16	120	1	1	0.008333	0.008333	0.0
ENSG00000020577	SAMD4A	protein_coding_CDS_not_defined	16	120	1	1	0.008333	0.008333	0.0
ENSG00000259719	LINC02284	lncRNA	16	120	1	2	0.008333	0.016667	-0.008333
ENSG00000089916	GPATCH2L	nonsense_mediated_decay	16	120	1	0	0.008333	0.0	0.008333
ENSG00000246548	LINC02288	lncRNA	16	120	1	1	0.008333	0.008333	0.0
ENSG00000185070	FLRT2	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000258982	YY1-DT	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000128944	KNSTRN	retained_intron	16	120	1	6	0.008333	0.05	-0.041667
ENSG00000179523	EIF3J-DT	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000166262	FAM227B	protein_coding_CDS_not_defined	16	120	1	0	0.008333	0.0	0.008333
ENSG00000157890	MEGF11	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000140563	MCTP2	protein_coding	16	120	1	1	0.008333	0.008333	0.0
ENSG00000162076	FLYWCH2	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000175595	ERCC4	protein_coding	16	120	1	2	0.008333	0.016667	-0.008333
ENSG00000231876	ENSG00000231876	lncRNA	16	120	1	1	0.008333	0.008333	0.0
ENSG00000121281	ADCY7	protein_coding	16	120	1	1	0.008333	0.008333	0.0
ENSG00000102967	DHODH	protein_coding	16	120	1	2	0.008333	0.016667	-0.008333
ENSG00000103160	HSDL1	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000103335	PIEZO1	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000238212	LINC02096	lncRNA	16	120	1	11	0.008333	0.091667	-0.083333
ENSG00000250838	ENSG00000250838	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000136449	MYCBPAP	protein_coding	16	120	1	1	0.008333	0.008333	0.0
ENSG00000256525	POLG2	protein_coding	16	120	1	3	0.008333	0.025	-0.016667
ENSG00000161542	PRPSAP1	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000263878	DLGAP1-AS4	lncRNA	16	120	1	2	0.008333	0.016667	-0.008333
ENSG00000130158	DOCK6	protein_coding_CDS_not_defined	16	120	1	0	0.008333	0.0	0.008333
ENSG00000105341	DMAC2	protein_coding	16	120	1	2	0.008333	0.016667	-0.008333
ENSG00000126005	MMP24OS	protein_coding_CDS_not_defined	16	120	1	0	0.008333	0.0	0.008333
ENSG00000142188	TMEM50B	protein_coding_CDS_not_defined	16	120	1	0	0.008333	0.0	0.008333
ENSG00000232124	ENSG00000232124	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000206142	FAM230H	lncRNA	16	120	1	1	0.008333	0.008333	0.0
ENSG00000301521	ENSG00000301521	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000235189	ENSG00000235189	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000241769	EOLA1-DT	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000288512	C1R	retained_intron	16	120	1	0	0.008333	0.0	0.008333
ENSG00000288427	CLSTN3	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000288325	GPS2	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000275544	BDH1	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000276187	ERMARD	protein_coding	16	120	1	0	0.008333	0.0	0.008333
ENSG00000299200	ENSG00000299200	lncRNA	16	120	1	0	0.008333	0.0	0.008333
ENSG00000267383	ENSG00000267383	lncRNA	52	1326	11	6	0.008296	0.004525	0.003771
ENSG00000225746	MEG8	lncRNA	65	2080	17	3	0.008173	0.001442	0.006731
ENSG00000224189	HAGLR	lncRNA	50	1225	10	0	0.008163	0.0	0.008163
ENSG00000254101	LINC02055	lncRNA	57	1596	13	2	0.008145	0.001253	0.006892
ENSG00000242593	ENSG00000242593	lncRNA	67	2211	18	0	0.008141	0.0	0.008141
ENSG00000227070	EPS15-AS1	lncRNA	39	741	6	0	0.008097	0.0	0.008097
ENSG00000154814	OXNAD1	protein_coding	39	741	6	12	0.008097	0.016194	-0.008097
ENSG00000241684	ADAMTS9-AS2	lncRNA	39	741	6	18	0.008097	0.024291	-0.016194
ENSG00000174891	RSRC1	protein_coding	39	741	6	30	0.008097	0.040486	-0.032389
ENSG00000127955	GNAI1	protein_coding_CDS_not_defined	39	741	6	0	0.008097	0.0	0.008097
ENSG00000188511	MIR3667HG	lncRNA	39	741	6	1	0.008097	0.00135	0.006748
ENSG00000291041	ENSG00000291041	lncRNA	55	1485	12	4	0.008081	0.002694	0.005387
ENSG00000139629	GALNT6	protein_coding	32	496	4	0	0.008065	0.0	0.008065
ENSG00000109339	MAPK10	protein_coding	195	18915	152	174	0.008036	0.009199	-0.001163
ENSG00000310517	CAST	protein_coding	81	3240	26	5	0.008025	0.001543	0.006481
ENSG00000204852	TCTN1	protein_coding	81	3240	26	108	0.008025	0.033333	-0.025309
ENSG00000241163	LINC00877	lncRNA	87	3741	30	1	0.008019	0.000267	0.007752
ENSG00000292979	ENSG00000292979	lncRNA	125	7750	62	1	0.008	0.000129	0.007871
ENSG00000250999	ENSG00000250999	lncRNA	53	1378	11	0	0.007983	0.0	0.007983
ENSG00000293422	PRORSD1P	lncRNA	36	630	5	0	0.007937	0.0	0.007937
ENSG00000114126	TFDP2	protein_coding	28	378	3	1	0.007937	0.002646	0.005291
ENSG00000185619	PCGF3	protein_coding	28	378	3	4	0.007937	0.010582	-0.002646
ENSG00000145604	SKP2	protein_coding	28	378	3	10	0.007937	0.026455	-0.018519
ENSG00000250331	LINC01340	lncRNA	36	630	5	0	0.007937	0.0	0.007937
ENSG00000112425	EPM2A	protein_coding	28	378	3	1	0.007937	0.002646	0.005291
ENSG00000287844	ENSG00000287844	lncRNA	36	630	5	0	0.007937	0.0	0.007937
ENSG00000076706	MCAM	protein_coding	28	378	3	12	0.007937	0.031746	-0.02381
ENSG00000196465	MYL6B	protein_coding	36	630	5	3	0.007937	0.004762	0.003175
ENSG00000127564	PKMYT1	protein_coding_CDS_not_defined	28	378	3	0	0.007937	0.0	0.007937
ENSG00000235979	ENSG00000235979	lncRNA	28	378	3	0	0.007937	0.0	0.007937
ENSG00000291209	ENSG00000291209	lncRNA	28	378	3	1	0.007937	0.002646	0.005291
ENSG00000231993	EP300-AS1	lncRNA	28	378	3	0	0.007937	0.0	0.007937
ENSG00000093000	NUP50	protein_coding	28	378	3	0	0.007937	0.0	0.007937
ENSG00000184831	APOO	protein_coding	28	378	3	1	0.007937	0.002646	0.005291
ENSG00000249378	LINC01060	lncRNA	75	2775	22	8	0.007928	0.002883	0.005045
ENSG00000143951	WDPCP	protein_coding	23	253	2	4	0.007905	0.01581	-0.007905
ENSG00000241131	LINC02032	lncRNA	23	253	2	0	0.007905	0.0	0.007905
ENSG00000169762	TAPT1	protein_coding	23	253	2	1	0.007905	0.003953	0.003953
ENSG00000245662	LINC02211	lncRNA	23	253	2	0	0.007905	0.0	0.007905
ENSG00000145736	GTF2H2	protein_coding	23	253	2	2	0.007905	0.007905	0.0
ENSG00000289931	ENSG00000289931	lncRNA	23	253	2	1	0.007905	0.003953	0.003953
ENSG00000120438	TCP1	protein_coding	23	253	2	6	0.007905	0.023715	-0.01581
ENSG00000291119	ENSG00000291119	lncRNA	23	253	2	1	0.007905	0.003953	0.003953
ENSG00000302195	ENSG00000302195	lncRNA	23	253	2	1	0.007905	0.003953	0.003953
ENSG00000130226	DPP6	protein_coding	23	253	2	1	0.007905	0.003953	0.003953
ENSG00000173262	SLC2A14	protein_coding	23	253	2	1	0.007905	0.003953	0.003953
ENSG00000198901	PRC1	protein_coding	23	253	2	1	0.007905	0.003953	0.003953
ENSG00000176715	ACSF3	protein_coding	23	253	2	0	0.007905	0.0	0.007905
ENSG00000278540	ACACA	protein_coding	23	253	2	3	0.007905	0.011858	-0.003953
ENSG00000267278	MAP3K14-AS1	lncRNA	23	253	2	3	0.007905	0.011858	-0.003953
ENSG00000076944	STXBP2	retained_intron	23	253	2	0	0.007905	0.0	0.007905
ENSG00000130811	EIF3G	protein_coding	23	253	2	0	0.007905	0.0	0.007905
ENSG00000286787	ENSG00000286787	lncRNA	23	253	2	0	0.007905	0.0	0.007905
ENSG00000284501	MGAT4B	protein_coding	23	253	2	0	0.007905	0.0	0.007905
ENSG00000275176	ACACA	protein_coding	23	253	2	5	0.007905	0.019763	-0.011858
